Geo Point,Geo Shape,SCHULSTAND,SCHULTYP,NAME,VORNAME_K,NACHNAME_K,FUNKTION,WEBSEITE,STRASSE,HAUSNUMMER,PLZ,ORTSCHAFT,TELEFON,FAX,WWW_LINK,EMAIL,PDF_REPORT,GEOMETRIE,lat,long,q_rating,w_rating,v_rating
"47.5626968732,7.57072738706","{""type"": ""Point"", ""coordinates"": [7.570727387059693, 47.56269687316258]}",Isaak Iselin,Primarschule,Isaak Iselin,,,Sekretariat,,Strassburgerallee,65,4055,Basel,+14 61 385 94 60,+14 61 385 94 65,http://schulen.edubs.ch/ps/isaakiselin,ps.isaakiselin@bs.ch,Bauprojekt_Schulraum_613.pdf,2609942.115000/1268006.780000,47.5626968732,7.57072738706,0.0,0.7,0
"47.5608686852,7.59685622667","{""type"": ""Point"", ""coordinates"": [7.596856226665032, 47.56086868520316]}",Theodor,Primarschule,Thomas Platter,,,Sekretariat,,Claragraben,40,4058,Basel,+41 61 208 56 36,,http://schulen.edubs.ch/ps/theodor,ps.theodor@bs.ch,Bauprojekt_Schulraum_639.pdf,2611908.941000/1267807.123000,47.5608686852,7.59685622667,0.0,0.0,0
"47.5634676621,7.60882801379","{""type"": ""Point"", ""coordinates"": [7.608828013790848, 47.56346766211806]}",Vogelsang,Primarschule,Vogelsang,,,Sekretariat,,Schwarzwaldallee,107,4058,Basel,+41 61 208 54 60,+41 61 208 54 70,http://schulen.edubs.ch/ps/vogelsang,ps.vogelsang@bs.ch,Bauprojekt_Schulraum_651.pdf,2612809.327000/1268097.976000,47.5634676621,7.60882801379,0.0,0.6,0
"47.5625066622,7.60912535251","{""type"": ""Point"", ""coordinates"": [7.609125352505251, 47.562506662210176]}",Vogelsang,Allgemeine Gewerbeschule,AGS Lehrwerkstatt,,,Sekretariat,,Wettsteinallee,175,4058,Basel,+41 61 695 64 00,,,,,2612831.935000/1267991.172000,47.5625066622,7.60912535251,0.0,0.7,0
"47.5684471966,7.62662727718","{""type"": ""Point"", ""coordinates"": [7.626627277183642, 47.568447196612226]}",Drei Linden,Sekundarschule,Sekundarschule Drei Linden,,,Sekretariat,,Zu den drei Linden,90,4058,Basel,+41 61 606 33 60,+41 61 606 33 55,http://www.sek-dreilinden.ch,sek.dreilinden@bs.ch,Bauprojekt_Schulraum_655.pdf,2614147.532000/1268654.688000,47.5684471966,7.62662727718,0.0,0.0,0
"47.5536502323,7.5873224669","{""type"": ""Point"", ""coordinates"": [7.587322466903052, 47.55365023226028]}",Holbein,Sekundarschule,Holbein,,,Sekretariat,,Kanonengasse,9,4051,Basel,+41 61 267 55 35,+41 61 267 55 34,http://www.sek-holbein.ch,sek.holbein@bs.ch,Bauprojekt_Schulraum_629.pdf,2611192.932000/1267003.118000,47.5536502323,7.5873224669,0.0,0.6000000000000001,0
"47.5589890149,7.58516104998","{""type"": ""Point"", ""coordinates"": [7.585161049982042, 47.558989014864466]}",Peter,Primarschule,Peters,,,Sekretariat,,Peterskirchplatz,5,4051,Basel,+41 61 208 55 85,,http://schulen.edubs.ch/ps/peter,ps.peters@bs.ch,Bauprojekt_Schulraum_636.pdf,2611029.137000/1267596.425000,47.5589890149,7.58516104998,0.0,0.30000000000000004,0
"47.5472752986,7.5692559539","{""type"": ""Point"", ""coordinates"": [7.569255953896938, 47.54727529863986]}",Neubad,Primarschule,Neubad & Kaltbrunnen,,,Sekretariat,,Marschalkenstrasse,120,4054,Basel,+41 61 208 51 50,,http://schulen.edubs.ch/ps/neubad,ps.neubad@bs.ch,Bauprojekt_Schulraum_618.pdf,2609834.213000/1266291.894000,47.5472752986,7.5692559539,0.0,0.0,0
"47.555089727,7.56806631999","{""type"": ""Point"", ""coordinates"": [7.568066319991726, 47.55508972695554]}",Gotthelf,Primarschule,Gottfried Keller & Gotthelf,,,Sekretariat,,Gotthelfplatz,1,4054,Basel,+41 61 208 52 00,+41 61 208 52 30,http://schulen.edubs.ch/ps/gotthelf,ps.gotthelf@bs.ch,Bauprojekt_Schulraum_615.pdf,2609743.233000/1267160.620000,47.555089727,7.56806631999,0.0,0.1,0
"47.5431214816,7.58680562718","{""type"": ""Point"", ""coordinates"": [7.586805627179578, 47.54312148158034]}",Margarethen,Primarschule,Gundeldingen,,,Sekretariat,,Sempacherstrasse,60,4053,Basel,+41 61 208 54 03,,http://schulen.edubs.ch/ps/margarethen,ps.margarethen@bs.ch,Bauprojekt_Schulraum_669.pdf,2611156.227000/1265832.372000,47.5431214816,7.58680562718,0.0,0.2,0
"47.5393942295,7.59266175133","{""type"": ""Point"", ""coordinates"": [7.592661751334317, 47.53939422946797]}",Brunnmatt,Primarschule,Brunnmatt,,,Sekretariat,,Ingelsteinweg,6,4053,Basel,+41 61 208 50 20,+41 61 264 80 77,http://schulen.edubs.ch/ps/brunnmatt,ps.brunnmatt@bs.ch,Bauprojekt_Schulraum_620.pdf,2611597.922000/1265418.791000,47.5393942295,7.59266175133,0.0,0.1,0
"47.53155432,7.59602092837","{""type"": ""Point"", ""coordinates"": [7.596020928365431, 47.531554319986654]}",Bruderholz,Primarschule,Bruderholz,,,Sekretariat,,Fritz Hauser-Strasse,20,4059,Basel,+41 61 208 50 90,+41 61 361 95 05,http://schulen.edubs.ch/ps/bruderholz,ps.bruderholz@bs.ch,Bauprojekt_Schulraum_668.pdf,2611852.579000/1264547.589000,47.53155432,7.59602092837,0.0,0.1,0
"47.5708661251,7.60988451932","{""type"": ""Point"", ""coordinates"": [7.6098845193173, 47.57086612509516]}",Hirzbrunnen,Primarschule,Neubau Schoren,,,Sekretariat,,Schorenweg,23,4058,Basel,+41 61 681 11 18,+41 61 681 41 60,http://schulen.edubs.ch/ps/schoren,ps.schoren@bs.ch,Bauprojekt_Schulraum_6623.pdf,2612887.050000/1268920.775000,47.5708661251,7.60988451932,0.1,0.8,0
"47.5605937637,7.59720132586","{""type"": ""Point"", ""coordinates"": [7.597201325862774, 47.56059376367428]}",Theodor,Spezialangebot,Richter Linder,,,Schulleitung,,Hammerstrasse,27,4058,Basel,+41 61 208 56 31,,http://https://spa.edubs.ch/standorte/1-6-ts-ps-richter-linder,thomas.flueckiger@bs.ch,Bauprojekt_Schulraum_4083.pdf,2611934.975000/1267776.607000,47.5605937637,7.59720132586,0.6,1.2999999999999998,2
"47.5385838816,7.60851878688","{""type"": ""Point"", ""coordinates"": [7.608518786880746, 47.538583881629066]}",Dreispitz,Primarschule,Dreispitz,,,Schulleitung,,Münchensteinerstrasse,103H,4052,Basel,+41 61 208 53 96,,,,,2612792.017000/1265331.142000,47.5385838816,7.60851878688,0.0,1.0,0
"47.5647125652,7.59524362144","{""type"": ""Point"", ""coordinates"": [7.595243621437739, 47.56471256517106]}",Bläsi,Kindergarten,Hammerstrasse 87,,,Kindergarten,,Hammerstrasse,87,4057,Basel,,,,,,2611786.726000/1268234.277000,47.5647125652,7.59524362144,0.0,0.2,0
"47.5285215433,7.59700089293","{""type"": ""Point"", ""coordinates"": [7.597000892931897, 47.528521543322924]}",,Spezialangebot,KIS Seltis,Markus,Dörig,Leiter KIS-Angebote,,Seltisbergerstrasse,93,4059,Basel,+41 61 363 92 78,+41 61 363 92 77,https://www.edubs.ch/dienste/Dienste_VS/kis/die-kis-angebote,kis.seltis@edubs.ch,,2611927.050000/1264210.530000,47.5285215433,7.59700089293,0.30000000000000004,0.2,0
"47.5459335028,7.61616924567","{""type"": ""Point"", ""coordinates"": [7.616169245671949, 47.54593350283572]}",,Spielgruppe mit früher Deutschförderung,FG,Susette,Kuhn,,,Scherkesselweg,30,4052,Basel,+41 79 465 85 54,,www.fg-basel.ch,info@fg-basel.ch,,2613366.200000/1266149.600000,47.5459335028,7.61616924567,0.2,0.4,0
"47.5329600064,7.60071720512","{""type"": ""Point"", ""coordinates"": [7.600717205121295, 47.53296000635692]}",,Spielgruppe mit früher Deutschförderung,Bluemegärtli,Claudia,Hoffmann,,,Jakobsbergerholzweg,54,4059,Basel,+41 61 331 62 50,,https://www.steinerschule-basel.ch/naturspielgruppe/,claudia.hoffmann@steinerschule-basel.ch,,2612205.900000/1264704.600000,47.5329600064,7.60071720512,0.0,0.4,0
"47.5694870872,7.59239314729","{""type"": ""Point"", ""coordinates"": [7.592393147287963, 47.56948708715337]}",,Spielgruppe mit früher Deutschförderung,Wunderland Bläsi,Eray,Kocabas,,,Müllheimerstrasse,144,4057,Basel,+41 78 342 66 65,,,info@wunderland.ch,,2611571.177000/1268764.729000,47.5694870872,7.59239314729,0.4,0.4,0
"47.5635843535,7.6255413753","{""type"": ""Point"", ""coordinates"": [7.62554137529609, 47.563584353510066]}",,Spielgruppe mit früher Deutschförderung,Paladuk,Anja,Brogle,,,Im Rheinacker,15,4058,Basel,+41 79 385 08 87,,www.spielgruppe-paladuk.ch/,info@spielgruppe-paladuk.ch,,2614067.100000/1268113.800000,47.5635843535,7.6255413753,0.0,0.2,0
"47.5418614592,7.59322510229","{""type"": ""Point"", ""coordinates"": [7.593225102290524, 47.54186145922843]}",,Spielgruppe mit früher Deutschförderung,Marienkäferli,Laurence,Anton,,,Dornacherstrasse,192,4053,Basel,+41 78 664 52 46,,www.qtp-basel.ch/faz,laurence.anton@hotmail.com,,2611639.800000/1265693.200000,47.5418614592,7.59322510229,0.4,2.9999999999999996,1
"47.5639321617,7.56226987704","{""type"": ""Point"", ""coordinates"": [7.562269877035298, 47.563932161743715]}",,Spielgruppe mit früher Deutschförderung,Stärnli,Chantal,Aschwanden,,,Hegenheimerstrasse,229,4055,Basel,+41 61 386 92 40,,www.thomaskirche.ch/spielgruppe,chantal.aschwanden@erk-bs.ch,,2609305.400000/1268143.100000,47.5639321617,7.56226987704,0.0,2.7,0
"47.5731880712,7.63734481347","{""type"": ""Point"", ""coordinates"": [7.637344813471178, 47.57318807123752]}",,Spielgruppe mit früher Deutschförderung,Muggeli,Lorraine,Plunkett,,,Keltenweg,41,4125,Riehen,+41 77 468 90 90,,,,,2614952.700000/1269183.800000,47.5731880712,7.63734481347,0.2,0.7,0
"47.5487896787,7.56117082735","{""type"": ""Point"", ""coordinates"": [7.561170827350194, 47.548789678696615]}",,Spielgruppe mit früher Deutschförderung,Füxli,Rita,Rusterholz,,,General Guisan-Strasse,174,4054,Basel,+41 76 516 01 08,,,rita.rusterholz@gmail.com,,2609225.300000/1266459.300000,47.5487896787,7.56117082735,0.4,0.4,0
"47.5295746704,7.5928150774","{""type"": ""Point"", ""coordinates"": [7.592815077397426, 47.529574670379645]}",,Spielgruppe mit früher Deutschförderung,Glöggli,Stephanie,Brunner,,,In tiefen Boden,75,4059,Basel,+41 61 703 01 07,,www.spielgruppe-gloeggli.ch/,info@spielgruppe-gloeggli.ch,,2611611.600000/1264327.000000,47.5295746704,7.5928150774,0.2,0.30000000000000004,0
"47.570364796,7.66454183297","{""type"": ""Point"", ""coordinates"": [7.664541832974638, 47.57036479598115]}",,Spielgruppe mit früher Deutschförderung,Wirbelwind,Sandra,Hefty,,,Hauptstrasse,74,4126,Bettingen,+41 78 625 23 46,,,,,2617000.000000/1268875.400000,47.570364796,7.66454183297,0.30000000000000004,1.3000000000000003,0
"47.5574080489,7.56732746664","{""type"": ""Point"", ""coordinates"": [7.567327466635027, 47.5574080488603]}",,Spielgruppe mit früher Deutschförderung,Pinocchio,Anne-Marie,Wicky-Borner,,,St. Galler-Ring,69,4055,Basel,+41 78 647 43 37,,www.wald-spielgruppe-pinocchio.ch,awickyborner@yahoo.de,,2609687.200000/1267418.300000,47.5574080489,7.56732746664,1.4,2.5,1
"47.5625946568,7.59598249277","{""type"": ""Point"", ""coordinates"": [7.59598249277476, 47.562594656751]}",,Spielgruppe mit früher Deutschförderung,Papagei,Simone,Urben,,,Clarastrasse,17,4058,Basel,+41 61 690 96 18,,,surben@ecap.ch,,2611842.800000/1267998.900000,47.5625946568,7.59598249277,0.0,0.6,0
"47.557693174,7.56811868607","{""type"": ""Point"", ""coordinates"": [7.568118686066567, 47.55769317403344]}",,Spielgruppe mit früher Deutschförderung,Pinocchio,Anne-Marie,Wicky-Borner,,,Sierenzerstrasse,81,4055,Basel,+41 78 647 43 37,,www.wald-spielgruppe-pinocchio.ch,awickyborner@yahoo.de,,2609746.700000/1267450.100000,47.557693174,7.56811868607,0.2,1.6,1
"47.5687298041,7.59457682794","{""type"": ""Point"", ""coordinates"": [7.594576827936974, 47.568729804085436]}",Bläsi,Kindergarten,Bläsiring 143,,,Kindergarten,,Bläsiring,143,4057,Basel,+41 61 692 94 63,,,,,2611735.663000/1268680.850000,47.5687298041,7.59457682794,0.4,0.7,0
"47.5687544291,7.59132251809","{""type"": ""Point"", ""coordinates"": [7.591322518085728, 47.568754429077735]}",Bläsi,Kindergarten,Bläsiring 85,,,Kindergarten,,Bläsiring,85,4057,Basel,+41 61 692 27 81,,,,,2611490.771000/1268683.109000,47.5687544291,7.59132251809,0.0,0.4,0
"47.5677565463,7.59549861977","{""type"": ""Point"", ""coordinates"": [7.595498619766427, 47.5677565462568]}",Bläsi,Kindergarten,Oetlingerstrasse 170,,,Kindergarten,,Oetlingerstrasse,170,4057,Basel,+41 61 692 04 06,,,,,2611805.243000/1268572.772000,47.5677565463,7.59549861977,0.4,0.4,0
"47.5656997119,7.59655858912","{""type"": ""Point"", ""coordinates"": [7.59655858911646, 47.565699711871225]}",Bläsi,Kindergarten,Sperrstrasse  98,,,Kindergarten,,Sperrstrasse,98,4057,Basel,+41 61 692 55 42,,,,,2611885.465000/1268344.234000,47.5656997119,7.59655858912,0.0,0.2,0
"47.5392368811,7.60030231709","{""type"": ""Point"", ""coordinates"": [7.600302317094337, 47.53923688113423]}",Brunnmatt,Kindergarten,Arlesheimerstrasse 8,,,Kindergarten,,Arlesheimerstrasse,8,4053,Basel,+41 61 331 19 85,,,,,2612173.228000/1265402.447000,47.5392368811,7.60030231709,0.0,0.0,0
"47.5436571684,7.5908875648","{""type"": ""Point"", ""coordinates"": [7.590887564803006, 47.54365716840503]}",Brunnmatt,Kindergarten,Pfeffingerstrasse 50,,,Kindergarten,,Pfeffingerstrasse,50,4053,Basel,+41 61 361 25 10,,,,,2611463.426000/1265892.519000,47.5436571684,7.5908875648,0.1,1.1,0
"47.5695156769,7.59103116234","{""type"": ""Point"", ""coordinates"": [7.591031162337787, 47.56951567685298]}",Dreirosen,Kindergarten,Amerbachstrasse 7,,,Kindergarten,,Amerbachstrasse,7,4057,Basel,+41 61 692 92 18,,,,,2611468.683000/1268767.709000,47.5695156769,7.59103116234,0.0,0.7999999999999999,0
"47.565654203,7.58737009263","{""type"": ""Point"", ""coordinates"": [7.587370092633463, 47.56565420296726]}",Dreirosen,Kindergarten,Unterer Rheinweg 66,,,Kindergarten,,Unterer Rheinweg,66,4057,Basel,+41 61 692 10 04,,,,,2611194.001000/1268337.830000,47.565654203,7.58737009263,0.1,1.6000000000000003,2
"47.5539827123,7.61196716341","{""type"": ""Point"", ""coordinates"": [7.61196716341323, 47.55398271228916]}",Gellert,Kindergarten,Froburgstrasse 50,,,Kindergarten,,Froburgstrasse,50,4052,Basel,+41 61 311 02 86,,,,,2613047.890000/1267043.873000,47.5539827123,7.61196716341,0.1,0.4,0
"47.5474065886,7.613389973","{""type"": ""Point"", ""coordinates"": [7.613389972997057, 47.54740658859264]}",Gellert,Kindergarten,Karl Jaspers-Allee 39,,,Kindergarten,,Karl Jaspers-Allee,39,4052,Basel,+41 61 312 88 31,,,,,2613156.607000/1266312.922000,47.5474065886,7.613389973,0.3,0.2,0
"47.5559681071,7.61415970627","{""type"": ""Point"", ""coordinates"": [7.614159706273568, 47.5559681070753]}",Gellert,Kindergarten,Zürcherstrasse 149,,,Kindergarten,,Zürcherstrasse,149,4052,Basel,+41 61 312 80 88,,,,,2613212.433000/1267264.991000,47.5559681071,7.61415970627,0.3,1.0,1
"47.5611151178,7.566934627","{""type"": ""Point"", ""coordinates"": [7.566934626998909, 47.5611151177706]}",Gotthelf,Kindergarten,Appenzellerstrasse 11,,,Kindergarten,,Appenzellerstrasse,11,4054,Basel,+41 61 382 46 52,,,,,2609656.963000/1267830.436000,47.5611151178,7.566934627,0.4,0.6000000000000001,0
"47.5583768161,7.56882813715","{""type"": ""Point"", ""coordinates"": [7.568828137146546, 47.55837681606894]}",Gotthelf,Kindergarten,Bündnerstrasse 29,,,Kindergarten,,Bündnerstrasse,29,4054,Basel,+41 61 301 24 54,,,,,2609799.972000/1267526.201000,47.5583768161,7.56882813715,0.4,0.6,0
"47.5544125396,7.5666187189","{""type"": ""Point"", ""coordinates"": [7.566618718901552, 47.55441253956806]}",Gotthelf,Kindergarten,Gottfried Keller Strasse 8,,,Kindergarten,,Gottfried Keller Strasse,8,4054,Basel,+41 61 208 52 40,,,,,2609634.395000/1267085.147000,47.5544125396,7.5666187189,0.1,0.6000000000000001,0
"47.5542800071,7.575952019","{""type"": ""Point"", ""coordinates"": [7.575952019001625, 47.55428000709046]}",Gotthelf,Kindergarten,Spalenring 160,,,Kindergarten,,Spalenring,160,4054,Basel,+41 61 301 25 15,,,,,2610336.941000/1267071.591000,47.5542800071,7.575952019,0.2,1.6,1
"47.564300557,7.61261722807","{""type"": ""Point"", ""coordinates"": [7.612617228068581, 47.56430055698659]}",Hirzbrunnen,Kindergarten,Eugen Wullschleger-Str. 32,,,Kindergarten,,Eugen Wullschleger-Str.,32,4058,Basel,+41 61 681 98 15,,http://schulen.edubs.ch/ps/hirzbrunnen/kindergaerten,,,2613094.289000/1268191.207000,47.564300557,7.61261722807,0.30000000000000004,0.2,0
"47.5684923897,7.6103502147","{""type"": ""Point"", ""coordinates"": [7.610350214700132, 47.56849238971936]}",Schoren,Kindergarten,Laufenburgerstrasse 5,,,Kindergarten,,Laufenburgerstrasse,5,4058,Basel,+41 61 681 38 33,,http://schulen.edubs.ch/ps/hirzbrunnen/kindergaerten,,,2612922.667000/1268656.918000,47.5684923897,7.6103502147,0.30000000000000004,0.30000000000000004,0
"47.5675627525,7.62545011062","{""type"": ""Point"", ""coordinates"": [7.625450110622286, 47.56756275252492]}",Hirzbrunnen,Kindergarten,Zu den Drei Linden 70,,,Kindergarten,,Zu den Drei Linden,70,4058,Basel,+41 61 606 33 83,,,,,2614059.183000/1268556.137000,47.5675627525,7.62545011062,0.0,0.4,0
"47.5783106937,7.58843567581","{""type"": ""Point"", ""coordinates"": [7.588435675805378, 47.57831069371719]}",Insel,Kindergarten,Ackerstrasse 18,,,Kindergarten,,Ackerstrasse,18,4057,Basel,+41 61 631 48 30,,,,,2611271.519000/1269745.246000,47.5783106937,7.58843567581,0.1,0.30000000000000004,0
"47.5806065138,7.5904941127","{""type"": ""Point"", ""coordinates"": [7.590494112696829, 47.58060651380917]}",Insel,Kindergarten,Giessliweg 63,,,Kindergarten,,Giessliweg,63,4057,Basel,+41 61 631 20 75,,,,,2611425.897000/1270000.813000,47.5806065138,7.5904941127,0.0,0.8,0
"47.569179171,7.56545881925","{""type"": ""Point"", ""coordinates"": [7.565458819247, 47.56917917098388]}",Isaak Iselin,Kindergarten,Gustav Wenk Strasse 42,,,Kindergarten,,Gustav Wenk Strasse,42,4055,Basel,+41 61 321 49 17,,,,,2609544.453000/1268726.890000,47.569179171,7.56545881925,0.0,0.1,0
"47.5636836023,7.56800399861","{""type"": ""Point"", ""coordinates"": [7.568003998605389, 47.56368360233363]}",Isaak Iselin,Kindergarten,Lützelstrasse 11,,,Kindergarten,,Lützelstrasse,11,4055,Basel,+41 61 321 94 90,,,,,2609736.977000/1268116.154000,47.5636836023,7.56800399861,0.5,0.4,0
"47.5631354381,7.57108820701","{""type"": ""Point"", ""coordinates"": [7.571088207010609, 47.56313543810008]}",Isaak Iselin,Kindergarten,Strassburgerallee 65,,,Kindergarten,,Strassburgerallee,65,4055,Basel,+41 61 385 94 64,,,,,2609969.188000/1268055.589000,47.5631354381,7.57108820701,0.4,1.5,2
"47.5812913665,7.59480779471","{""type"": ""Point"", ""coordinates"": [7.594807794713667, 47.581291366451744]}",Kleinhüningen,Kindergarten,Hochbergerstrasse 104,,,Kindergarten,,Hochbergerstrasse,104,4057,Basel,+41 61 631 20 25,,,,,2611750.278000/1270077.595000,47.5812913665,7.59480779471,0.0,0.4,0
"47.5428356752,7.58204767323","{""type"": ""Point"", ""coordinates"": [7.582047673231349, 47.54283567515757]}",Margarethen,Kindergarten,Gundeldingerstrasse 2,,,Kindergarten,,Gundeldingerstrasse,2,4053,Basel,+41 61 271 73 66,,,,,2610798.076000/1265799.932000,47.5428356752,7.58204767323,0.0,0.0,0
"47.5444506027,7.57898392212","{""type"": ""Point"", ""coordinates"": [7.578983922117392, 47.544450602714505]}",Margarethen,Kindergarten,Höhenweg 85,,,Kindergarten,,Höhenweg,85,4053,Basel,+41 61 272 26 60,,,,,2610567.097000/1265979.078000,47.5444506027,7.57898392212,0.0,1.0,2
"47.5442378533,7.59299829374","{""type"": ""Point"", ""coordinates"": [7.592998293738986, 47.54423785333049]}",Margarethen,Kindergarten,Zwingerstrasse 20,,,Kindergarten,,Zwingerstrasse,20,4053,Basel,+41 61 361 06 09,,,,,2611622.207000/1265957.393000,47.5442378533,7.59299829374,0.0,0.2,0
"47.5474981658,7.57190191138","{""type"": ""Point"", ""coordinates"": [7.571901911383409, 47.547498165829175]}",Neubad,Kindergarten,Bernerring 49,,,Kindergarten,,Bernerring,49,4054,Basel,+41 61 281 27 43,,,,,2610033.360000/1266317.007000,47.5474981658,7.57190191138,0.30000000000000004,0.5,0
"47.5487675784,7.56040853878","{""type"": ""Point"", ""coordinates"": [7.560408538775627, 47.54876757843546]}",Neubad,Kindergarten,General Guisan Strasse 182,,,Kindergarten,,General Guisan Strasse,182,4054,Basel,+41 61 301 17 55,,,,,2609167.920000/1266456.754000,47.5487675784,7.56040853878,0.4,0.4,0
"47.5471374233,7.56850769561","{""type"": ""Point"", ""coordinates"": [7.56850769561434, 47.547137423339606]}",Neubad,Kindergarten,Kaltbrunnen-Promenade 85,,,Kindergarten,,Kaltbrunnen-Promenade,85,4054,Basel,+41 61 208 51 61,,,,,2609777.909000/1266276.471000,47.5471374233,7.56850769561,0.1,1.0999999999999999,1
"47.5540173508,7.58454441802","{""type"": ""Point"", ""coordinates"": [7.584544418015112, 47.554017350752694]}",Peter,Kindergarten,Leonhardsstrasse 26,,,Kindergarten,,Leonhardsstrasse,26,4051,Basel,+41 61 271 33 54,,http://schulen.edubs.ch/ps/peter/kindergarten,,,2610983.749000/1267043.547000,47.5540173508,7.58454441802,0.2,1.0999999999999999,0
"47.5598598852,7.5862241655","{""type"": ""Point"", ""coordinates"": [7.586224165502368, 47.55985988521641]}",Peter,Kindergarten,Petersgasse 17,,,Kindergarten,,Petersgasse,17,4051,Basel,+41 61 261 13 78,,http://schulen.edubs.ch/ps/peter/kindergarten,,,2611108.970000/1267693.405000,47.5598598852,7.5862241655,0.0,0.7000000000000001,0
"47.5675465627,7.57848487493","{""type"": ""Point"", ""coordinates"": [7.578484874931238, 47.567546562690026]}",St. Johann,Kindergarten,Lothringerstrasse 38,,,Kindergarten,,Lothringerstrasse,38,4056,Basel,+41 61 321 06 04,,,,,2610524.977000/1268547.017000,47.5675465627,7.57848487493,0.6,1.9000000000000004,0
"47.5632552143,7.59339267908","{""type"": ""Point"", ""coordinates"": [7.593392679080997, 47.56325521434835]}",Theodor,Kindergarten,Claragraben 105,,,Kindergarten,,Claragraben,105,4058,Basel,+41 61 681 17 19,,,,,2611647.750000/1268071.961000,47.5632552143,7.59339267908,1.5000000000000002,1.0,0
"47.5638559517,7.59292283547","{""type"": ""Point"", ""coordinates"": [7.592922835465381, 47.56385595173452]}",Theodor,Kindergarten,Claragraben 117,,,Kindergarten,,Claragraben,117,4058,Basel,+41 61 691 08 07,,,,,2611612.260000/1268138.687000,47.5638559517,7.59292283547,1.0,0.4,0
"47.5586111957,7.60417168017","{""type"": ""Point"", ""coordinates"": [7.604171680165262, 47.55861119569645]}",Theodor,Kindergarten,Grenzacherstrasse 106,,,Kindergarten,,Grenzacherstrasse,106,4058,Basel,+41 61 691 29 18,,,,,2612460.037000/1267557.246000,47.5586111957,7.60417168017,1.1,1.7000000000000002,2
"47.5597990011,7.59520302122","{""type"": ""Point"", ""coordinates"": [7.595203021221085, 47.5597990011473]}",Theodor,Kindergarten,Rebgasse 38,,,Kindergarten,,Rebgasse,38,4058,Basel,+41 61 692 21 40,,,,,2611784.755000/1267687.938000,47.5597990011,7.59520302122,0.0,0.2,0
"47.5418596342,7.59567895191","{""type"": ""Point"", ""coordinates"": [7.595678951910998, 47.54185963417007]}",Thierstein,Kindergarten,Bärschwilerstrasse 11,,,Kindergarten,,Bärschwilerstrasse,11,4053,Basel,+41 61 208 51 86,,,,,2611824.546000/1265693.362000,47.5418596342,7.59567895191,0.0,1.0,0
"47.5660948692,7.60105967029","{""type"": ""Point"", ""coordinates"": [7.601059670288213, 47.5660948692325]}",Vogelsang,Kindergarten,Bleichestrasse 21,,,Kindergarten,,Bleichestrasse,21,4058,Basel,+41 61 691 14 30,,,,,2612224.100000/1268388.859000,47.5660948692,7.60105967029,0.0,1.0,0
"47.5678609501,7.57454791487","{""type"": ""Point"", ""coordinates"": [7.574547914873107, 47.56786095013293]}",Volta,Kindergarten,Im Davidsboden 6,,,Kindergarten,,Im Davidsboden,6,4056,Basel,+41 61 321 02 09,,,,,2610228.654000/1268581.456000,47.5678609501,7.57454791487,0.0,0.4,0
"47.5693085588,7.58066839524","{""type"": ""Point"", ""coordinates"": [7.580668395240691, 47.569308558791896]}",Volta,Kindergarten,Mülhauserstrasse 38,,,Kindergarten,,Mülhauserstrasse,38,4056,Basel,+41 61 321 16 80,,,,,2610688.938000/1268743.225000,47.5693085588,7.58066839524,0.0,0.4,0
"47.57111277,7.57648085764","{""type"": ""Point"", ""coordinates"": [7.576480857637983, 47.57111276997612]}",Lysbüchel,Kindergarten,Voltastrasse 80,,,Kindergarten,,Voltastrasse,80,4056,Basel,+41 61 321 17 69,,,,,2610373.479000/1268943.275000,47.57111277,7.57648085764,0.0,0.3,1
"47.56466764,7.5570996824","{""type"": ""Point"", ""coordinates"": [7.557099682398535, 47.56466763996884]}",Wasgenring,Kindergarten,Belforterstrasse 126a,,,Kindergarten,,Belforterstrasse,126a,4055,Basel,+41 61 382 86 50,,,,,2608916.185000/1268224.281000,47.56466764,7.5570996824,0.0,0.6,2
"47.5395943731,7.59842697999","{""type"": ""Point"", ""coordinates"": [7.598426979985542, 47.53959437312424]}",Brunnmatt,Kindergarten,Delsbergerallee 74,,,Kindergarten,,Delsbergerallee,74,4053,Basel,+41 61 331 09 49,,,,,2612031.950000/1265441.908000,47.5395943731,7.59842697999,0.0,0.0,0
"47.5686396856,7.60066966093","{""type"": ""Point"", ""coordinates"": [7.600669660930413, 47.56863968556819]}",Erlenmatt,Kindergarten,Erlenstrasse 45,,,Kindergarten,,Erlenstrasse,45,4058,Basel,+41 61 681 01 88,,,,,2612194.169000/1268671.754000,47.5686396856,7.60066966093,0.5,1.9000000000000001,0
"47.5619131847,7.57858941054","{""type"": ""Point"", ""coordinates"": [7.578589410538259, 47.56191318470061]}",St. Johann,Kindergarten,Hebelstrasse 75a,,,Kindergarten,,Hebelstrasse,75a,4056,Basel,+41 61 261 04 96,,,,,2610533.954000/1267920.662000,47.5619131847,7.57858941054,0.4,0.5,0
"47.5617383635,7.5636787716","{""type"": ""Point"", ""coordinates"": [7.563678771602197, 47.56173836346562]}",Isaak Iselin,Kindergarten,Blotzheimerstrasse 68,,,Kindergarten,,Blotzheimerstrasse,68,4055,Basel,+41 77 434 72 93,,,,,2609411.815000/1267899.341000,47.5617383635,7.5636787716,0.0,1.2000000000000002,1
